date,open,high,low,close,volume,dividends,stock_splits,symbol
2020-01-02 00:00:00-05:00,151.28909291774593,153.1470931177711,150.86032587757265,153.0422821044922,22622100,0.0,0.0,MSFT
2020-01-03 00:00:00-05:00,150.8508226765117,152.4039130274651,150.60307959140601,151.13665771484375,21116200,0.0,0.0,MSFT
2020-01-06 00:00:00-05:00,149.66932792275708,151.59403303057528,149.1262122356397,151.52732849121094,20813700,0.0,0.0,MSFT
2020-01-07 00:00:00-05:00,151.8036681235651,152.13714723225632,149.89802336904734,150.145751953125,21634100,0.0,0.0,MSFT
2020-01-08 00:00:00-05:00,151.43201531179338,153.21380259511494,150.4982536880769,152.53729248046875,27746500,0.0,0.0,MSFT
2020-01-09 00:00:00-05:00,154.20472660170185,154.56680365550426,153.43294301978545,154.44293212890625,21385000,0.0,0.0,MSFT
2020-01-10 00:00:00-05:00,155.1384890667648,155.51961206114564,153.57584698863667,153.72830200195312,20725900,0.0,0.0,MSFT
2020-01-13 00:00:00-05:00,154.12851888184957,155.605396247963,153.652107766259,155.57681274414062,21626500,0.0,0.0,MSFT
2020-01-14 00:00:00-05:00,155.6815991715623,155.8816982056142,154.09038804158996,154.48104858398438,23477400,0.0,0.0,MSFT
2020-01-15 00:00:00-05:00,154.94794349384517,156.20567579261396,154.9003140143662,155.4815216064453,21417900,0.0,0.0,MSFT
2020-01-16 00:00:00-05:00,156.59631569910385,158.39714886065596,156.2914056528102,158.3304443359375,23865400,0.0,0.0,MSFT
2020-01-17 00:00:00-05:00,159.52150934840557,159.56915337167442,157.62538771805643,159.21661376953125,34371700,0.0,0.0,MSFT
2020-01-21 00:00:00-05:00,158.8163832042299,160.255153903279,158.57817767539785,158.64488220214844,29517200,0.0,0.0,MSFT
2020-01-22 00:00:00-05:00,159.50240874741678,159.58817378331332,157.86355362344173,157.8826141357422,24138800,0.0,0.0,MSFT
2020-01-23 00:00:00-05:00,158.34954329861904,158.93076549395,157.472948511039,158.8545379638672,19680800,0.0,0.0,MSFT
2020-01-24 00:00:00-05:00,159.6072409094811,159.62630142430766,156.69160731427516,157.25376892089844,24918100,0.0,0.0,MSFT
2020-01-27 00:00:00-05:00,153.547283976937,155.67208784388203,152.64210584033302,154.6239776611328,32078100,0.0,0.0,MSFT
2020-01-28 00:00:00-05:00,156.05319728680965,157.93978091240282,155.376701759657,157.65394592285156,24899900,0.0,0.0,MSFT
2020-01-29 00:00:00-05:00,159.92168211112687,160.78875384341436,157.87312009994662,160.11224365234375,34754500,0.0,0.0,MSFT
2020-01-30 00:00:00-05:00,165.83868921063896,165.83868921063896,162.73247986352183,164.62860107421875,51597500,0.0,0.0,MSFT
2020-01-31 00:00:00-05:00,164.08552737098836,164.26655138723655,161.5796001811614,162.1989288330078,36142700,0.0,0.0,MSFT
2020-02-03 00:00:00-05:00,162.38949285979055,166.26748648602296,162.3609093547399,166.1531524658203,30107000,0.0,0.0,MSFT
2020-02-04 00:00:00-05:00,168.782923631767,172.11780132594467,167.99207946247816,171.62232971191406,36433300,0.0,0.0,MSFT
2020-02-05 00:00:00-05:00,175.34786472595192,175.50984275197817,169.9930087236382,171.41270446777344,39186300,0.0,0.0,MSFT
2020-02-06 00:00:00-05:00,172.4322103968945,175.14775909976768,171.5651388277485,174.9667205810547,27751400,0.0,0.0,MSFT
2020-02-07 00:00:00-05:00,174.22356399939733,176.87240883984475,173.871009860663,175.21449279785156,33529100,0.0,0.0,MSFT
2020-02-10 00:00:00-05:00,174.91907168143382,179.93091037305726,174.60463866386374,179.79751586914062,35844300,0.0,0.0,MSFT
2020-02-11 00:00:00-05:00,181.65554299286944,181.7031870097022,174.8428702142551,175.738525390625,53159900,0.0,0.0,MSFT
2020-02-12 00:00:00-05:00,176.8247545363522,177.08202061421943,173.2707316220504,175.9958038330078,47062900,0.0,0.0,MSFT
2020-02-13 00:00:00-05:00,174.4426861252965,177.44407017098868,174.2425870707578,175.04296875,35295800,0.0,0.0,MSFT
2020-02-14 00:00:00-05:00,174.60464340947937,176.6627425591971,174.0329443549208,176.60557556152344,23149500,0.0,0.0,MSFT
2020-02-18 00:00:00-05:00,176.85332905138674,178.84472395923498,176.748518027873,178.3968963623047,27792200,0.0,0.0,MSFT
2020-02-19 00:00:00-05:00,179.67716061626436,179.79180691119132,178.15803889398828,178.9319305419922,29997500,0.51,0.0,MSFT
2020-02-20 00:00:00-05:00,178.61667131607516,178.9033016844323,173.02744473692812,176.19944763183594,36862400,0.0,0.0,MSFT
2020-02-21 00:00:00-05:00,175.00511879235276,175.3204106535895,169.34900702097406,170.6292724609375,48572600,0.0,0.0,MSFT
2020-02-24 00:00:00-05:00,160.29158667444042,166.76936419311608,155.95395089540565,163.2725067138672,68311100,0.0,0.0,MSFT
2020-02-25 00:00:00-05:00,166.43500677501711,167.04647809888743,160.17697106093158,160.57826232910156,68073300,0.0,0.0,MSFT
2020-02-26 00:00:00-05:00,162.14512281296396,165.53686863762786,160.71198584638833,162.58460998535156,56206100,0.0,0.0,MSFT
2020-02-27 00:00:00-05:00,156.03995536210235,159.58457252523377,150.93797683031812,151.12905883789062,93174900,0.0,0.0,MSFT
2020-02-28 00:00:00-05:00,145.61632032789058,156.41262519340896,145.22459259898318,154.78839111328125,97012700,0.0,0.0,MSFT
2020-03-02 00:00:00-05:00,157.94124222707768,165.21202419730741,155.07496835569077,165.0878143310547,71030800,0.0,0.0,MSFT
2020-03-03 00:00:00-05:00,166.0528139286919,167.19932064021432,155.02720484930217,157.17691040039062,71677000,0.0,0.0,MSFT
2020-03-04 00:00:00-05:00,160.97955038162007,163.09103129554367,158.23747094157852,162.94772338867188,49814400,0.0,0.0,MSFT
2020-03-05 00:00:00-05:00,158.6482648849077,163.25340408325562,158.30431143028486,158.85845947265625,47817300,0.0,0.0,MSFT
2020-03-06 00:00:00-05:00,155.36161626378117,155.8393286298123,149.046258201705,154.36798095703125,72821100,0.0,0.0,MSFT
2020-03-09 00:00:00-04:00,144.26914825116563,150.7182658054396,143.31372342831023,143.9060821533203,70419300,0.0,0.0,MSFT
2020-03-10 00:00:00-04:00,151.10995119968203,153.8520150088613,145.77868043045396,153.74691772460938,65354400,0.0,0.0,MSFT
2020-03-11 00:00:00-04:00,150.12589268732367,150.67047720325453,144.41244229780665,146.7819061279297,56371600,0.0,0.0,MSFT
2020-03-12 00:00:00-04:00,138.8231981738028,146.62901545574113,132.40274365490265,132.86134338378906,93226400,0.0,0.0,MSFT
2020-03-13 00:00:00-04:00,140.9251148732314,154.69278552683443,134.4568868746631,151.7500762939453,92727400,0.0,0.0,MSFT
2020-03-16 00:00:00-04:00,133.75946843254872,142.69269590574396,128.98234455995768,129.3836212158203,87905900,0.0,0.0,MSFT
2020-03-17 00:00:00-04:00,133.75942938357286,140.92511310054996,128.9823069055881,140.0365753173828,81059800,0.0,0.0,MSFT
2020-03-18 00:00:00-04:00,131.8486034620933,139.49200076424364,129.00144204905686,134.14161682128906,81593200,0.0,0.0,MSFT
2020-03-19 00:00:00-04:00,136.4059559482402,143.45697863807555,132.80400160681853,136.3486328125,85922700,0.0,0.0,MSFT
