date,open,high,low,close,volume,dividends,stock_splits,symbol
2020-01-02 00:00:00-05:00,71.62708447362316,72.68128119000231,71.37321069958021,72.62083435058594,135480400,0.0,0.0,AAPL
2020-01-03 00:00:00-05:00,71.84713288403621,72.67646199266805,71.6899725313061,71.91483306884766,146322800,0.0,0.0,AAPL
2020-01-06 00:00:00-05:00,71.03471685901826,72.52654087038833,70.78325591626742,72.48785400390625,118387200,0.0,0.0,AAPL
2020-01-07 00:00:00-05:00,72.49752942348555,72.75382346407903,71.92691473047077,72.14694213867188,108872000,0.0,0.0,AAPL
2020-01-08 00:00:00-05:00,71.84952541053639,73.60973691556963,71.84952541053639,73.30750274658203,132079200,0.0,0.0,AAPL
2020-01-09 00:00:00-05:00,74.28674867142341,75.05805096656148,74.03529512111521,74.8646240234375,170108400,0.0,0.0,AAPL
2020-01-10 00:00:00-05:00,75.09915419080262,75.59965578823589,74.5309524288927,75.03386688232422,140644800,0.0,0.0,AAPL
2020-01-13 00:00:00-05:00,75.35062150930146,76.66352519200935,75.23214067732687,76.63692474365234,121532000,0.0,0.0,AAPL
2020-01-14 00:00:00-05:00,76.57406362681236,76.78441745974806,75.47876712733354,75.6020736694336,161954400,0.0,0.0,AAPL
2020-01-15 00:00:00-05:00,75.40139772921896,76.28392021153914,74.84528231468065,75.27808380126953,121923600,0.0,0.0,AAPL
2020-01-16 00:00:00-05:00,75.82209118249474,76.33226630764163,75.45941017193344,76.22103881835938,108829200,0.0,0.0,AAPL
2020-01-17 00:00:00-05:00,76.47010092249148,77.06731611579798,76.16303357048375,77.06490325927734,137816400,0.0,0.0,AAPL
2020-01-21 00:00:00-05:00,76.69253240808335,77.1350000250309,76.40480486276103,76.5426254272461,110843200,0.0,0.0,AAPL
2020-01-22 00:00:00-05:00,77.02860833807343,77.36952937649916,76.72154106940934,76.81584167480469,101832400,0.0,0.0,AAPL
2020-01-23 00:00:00-05:00,76.86905772372998,77.26558524479366,76.32019557283769,77.18579864501953,104472000,0.0,0.0,AAPL
2020-01-24 00:00:00-05:00,77.43241654524255,78.17711850688946,76.77233427243553,76.96334838867188,146537600,0.0,0.0,AAPL
2020-01-27 00:00:00-05:00,74.96858335214901,75.38203764467593,73.71612668009978,74.70020294189453,161940000,0.0,0.0,AAPL
2020-01-28 00:00:00-05:00,75.58273394834251,76.98509775416542,75.48360024038988,76.81343078613281,162234000,0.0,0.0,AAPL
2020-01-29 00:00:00-05:00,78.44790323902978,79.26997869647961,77.70561435491118,78.42130279541016,216229200,0.0,0.0,AAPL
2020-01-30 00:00:00-05:00,77.50251438540494,78.36085647268922,77.06971298993307,78.30766296386719,126743200,0.0,0.0,AAPL
2020-01-31 00:00:00-05:00,77.59682491329659,78.01995284367814,74.54063615595594,74.83561706542969,199588400,0.0,0.0,AAPL
2020-02-03 00:00:00-05:00,73.57589206005755,75.79791852993898,73.07297758859362,74.63008880615234,173788400,0.0,0.0,AAPL
2020-02-04 00:00:00-05:00,76.2379657074683,77.28490902345662,75.83176474651968,77.0938949584961,136616400,0.0,0.0,AAPL
2020-02-05 00:00:00-05:00,78.22304366333603,78.52286500581071,77.11808104147103,77.72254943847656,118826800,0.0,0.0,AAPL
